Identifier	Database
S000005299	SGD
S000005299	SGD
S000006152	SGD
S000001665	SGD
S000001665	SGD
S000001665	SGD
S000005747	SGD
S000004820	SGD
S000001665	SGD
S000006152	SGD
S000000863	SGD
S000001538	SGD
1927-31-7	CAS
524-14-1	CAS
2646-71-1	CAS
64885-97-8	CAS
1927-31-7	CAS
14265-44-2	CAS
58-64-0	CAS
2646-71-1	CAS
58-64-0	CAS
14265-44-2	CAS
64885-97-8	CAS
72-89-9	CAS
