Identifier	Database
S000002885	SGD
HMDB01401	HMDB
HMDB01273	HMDB
S000001695	SGD
HMDB01201	HMDB
S000000935	Ensembl Yeast
S000002435	Ensembl Yeast
S000003083	SGD
WP253	WikiPathways
S000002750	SGD
HMDB00122	HMDB
S000002830	SGD
HMDB00122	HMDB
S000002885	SGD
S000003083	SGD
S000002885	SGD
S000003083	SGD
S000002885	SGD
S000003083	SGD
S000002885	SGD
S000000829	SGD
S000003176	SGD
S000000366	SGD
S000001531	SGD
HMDB01273	HMDB
HMDB01201	HMDB
S000003083	SGD
S000002885	SGD
S000000829	SGD
