"Weight set: ","[0.00901413316794486, 0.31051462633709526, 0.2167698714962747, 0.7032772432533334]"
"wikipathways","kegg","LCS","Normalized LCS","Gene Agreement","GenePair Agreement","Score"
"sc_ubiquinone_biosynthesis_wp308_69850","glyoxylate_cycle","5.000","0.065","0.932","0.992","0.559"
"sc_ubiquinone_biosynthesis_wp308_69850","exosome,_archaea","6.000","0.097","0.975","0.999","0.596"
"sc_ubiquinone_biosynthesis_wp308_69850","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","20.000","0.548","0.950","0.996","0.906"
"sc_ubiquinone_biosynthesis_wp308_69850","camp_signaling","6.000","0.097","0.962","0.998","0.592"
"sc_ubiquinone_biosynthesis_wp308_69850","f-type_atpase,_eukaryotes","7.000","0.129","0.897","0.981","0.591"
"sc_ubiquinone_biosynthesis_wp308_69850","sphingosine_degradation","10.000","0.226","0.981","1.000","0.689"
"sc_ubiquinone_biosynthesis_wp308_69850","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","22.000","0.613","0.944","0.995","0.949"
"sc_ubiquinone_biosynthesis_wp308_69850","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","22.000","0.613","0.950","0.996","0.951"
"sc_ubiquinone_biosynthesis_wp308_69850","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","20.000","0.548","0.981","1.000","0.916"
"sc_ubiquinone_biosynthesis_wp308_69850","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","15.000","0.387","0.956","0.997","0.794"
"sc_ubiquinone_biosynthesis_wp308_69850","ski_complex","5.000","0.065","0.981","1.000","0.576"
"sc_ubiquinone_biosynthesis_wp308_69850","mrx_complex","3.000","0.000","0.981","1.000","0.530"
"sc_ubiquinone_biosynthesis_wp308_69850","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","21.000","0.581","0.981","1.000","0.939"
"sc_ubiquinone_biosynthesis_wp308_69850","lsm_1-7_complex","5.000","0.065","0.956","0.997","0.567"
"sc_ubiquinone_biosynthesis_wp308_69850","glycolysis,_core_module_involving_three-carbon_compounds","14.000","0.355","0.897","0.981","0.750"
"sc_ubiquinone_biosynthesis_wp308_69850","sm_core_complex","7.000","0.129","0.956","0.997","0.613"
"sc_ubiquinone_biosynthesis_wp308_69850","cell_cycle_-_g2/m_transition","7.000","0.129","0.962","0.998","0.615"
"sc_ubiquinone_biosynthesis_wp308_69850","dna_polymerase_alpha_/_primase_complex","10.000","0.226","0.975","0.999","0.687"
"sc_ubiquinone_biosynthesis_wp308_69850","decapping_complex","6.000","0.097","0.969","0.999","0.594"
"sc_ubiquinone_biosynthesis_wp308_69850","sec61_complex","5.000","0.065","0.969","0.999","0.572"
"sc_ubiquinone_biosynthesis_wp308_69850","mcm_complex","4.000","0.032","0.962","0.998","0.547"
"sc_ubiquinone_biosynthesis_wp308_69850","spliceosome,_u1-snrnp","8.000","0.161","0.944","0.995","0.631"
"sc_ubiquinone_biosynthesis_wp308_69850","cap_binding_complex","9.000","0.194","0.987","1.000","0.668"
"sc_ubiquinone_biosynthesis_wp308_69850","h/aca_ribonucleoprotein_complex","12.000","0.290","0.975","0.999","0.732"
"sc_ubiquinone_biosynthesis_wp308_69850","origin_recognition_complex","10.000","0.226","0.962","0.998","0.683"
"sc_ubiquinone_biosynthesis_wp308_69850","n-glycan_precursor_trimming","7.000","0.129","0.975","0.999","0.619"
"sc_ubiquinone_biosynthesis_wp308_69850","gins_complex","5.000","0.065","0.975","0.999","0.574"
"sc_ubiquinone_biosynthesis_wp308_69850","tetrahydrofolate_biosynthesis,_gtp_=>_thf","18.000","0.484","0.956","0.997","0.862"
"sc_ubiquinone_biosynthesis_wp308_69850","lsm_2-8_complex","5.000","0.065","0.956","0.997","0.567"
"sc_ubiquinone_biosynthesis_wp308_69850","proteasome,_19s_regulatory_particle_(pa700)","12.000","0.290","0.885","0.977","0.700"
"sc_ubiquinone_biosynthesis_wp308_69850","rf-c_complex","4.000","0.032","0.969","0.999","0.549"
"sc_ubiquinone_biosynthesis_wp308_69850","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","21.000","0.581","0.944","0.995","0.926"
"sc_ubiquinone_biosynthesis_wp308_69850","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","19.000","0.516","0.969","0.999","0.889"
"sc_ubiquinone_biosynthesis_wp308_69850","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","21.000","0.581","0.987","1.000","0.941"
"sc_ubiquinone_biosynthesis_wp308_69850","holo-tfiih_complex","6.000","0.097","0.938","0.994","0.584"
"sc_ubiquinone_biosynthesis_wp308_69850","serine_biosynthesis,_glycerate-3p_=>_serine","20.000","0.548","0.975","0.999","0.914"
"sc_ubiquinone_biosynthesis_wp308_69850","cytochrome_bc1_complex","7.000","0.129","0.920","0.989","0.600"
"sc_ubiquinone_biosynthesis_wp308_69850","escrt-iii_complex","7.000","0.129","0.950","0.996","0.611"
"sc_ubiquinone_biosynthesis_wp308_69850","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","13.000","0.323","0.975","0.999","0.755"
"sc_ubiquinone_biosynthesis_wp308_69850","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","16.000","0.419","0.962","0.998","0.819"
"sc_ubiquinone_biosynthesis_wp308_69850","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","21.000","0.581","0.962","0.998","0.933"
"sc_ubiquinone_biosynthesis_wp308_69850","c1-unit_interconversion,_eukaryotes","14.000","0.355","0.975","0.999","0.778"
"sc_ubiquinone_biosynthesis_wp308_69850","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","19.000","0.516","0.969","0.999","0.889"
"sc_ubiquinone_biosynthesis_wp308_69850","gaba_(gamma-aminobutyrate)_shunt","9.000","0.194","0.981","1.000","0.666"
"sc_ubiquinone_biosynthesis_wp308_69850","n-glycosylation_by_oligosaccharyltransferase","13.000","0.323","0.944","0.995","0.745"
"sc_ubiquinone_biosynthesis_wp308_69850","coenzyme_a_biosynthesis,_pantothenate_=>_coa","20.000","0.548","0.969","0.999","0.912"
"sc_ubiquinone_biosynthesis_wp308_69850","fatty_acid_biosynthesis,_initiation","16.000","0.419","0.969","0.999","0.821"
"sc_ubiquinone_biosynthesis_wp308_69850","gpi-anchor_biosynthesis,_core_oligosaccharide","18.000","0.484","0.950","0.996","0.860"
"sc_ubiquinone_biosynthesis_wp308_69850","pentose_phosphate_pathway_(pentose_phosphate_cycle)","13.000","0.323","0.914","0.987","0.734"
"sc_ubiquinone_biosynthesis_wp308_69850","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","21.000","0.581","0.950","0.996","0.928"
"sc_ubiquinone_biosynthesis_wp308_69850","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","22.000","0.613","0.975","0.999","0.959"
"sc_ubiquinone_biosynthesis_wp308_69850","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","18.000","0.484","0.962","0.998","0.864"
"sc_ubiquinone_biosynthesis_wp308_69850","p97-ufd1-npl4_complex","5.000","0.065","0.981","1.000","0.576"
"sc_ubiquinone_biosynthesis_wp308_69850","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","18.000","0.484","0.981","1.000","0.871"
"sc_ubiquinone_biosynthesis_wp308_69850","citrate_cycle_(tca_cycle,_krebs_cycle)","9.000","0.194","0.846","0.956","0.615"
"sc_ubiquinone_biosynthesis_wp308_69850","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","11.000","0.258","0.846","0.956","0.661"
"sc_ubiquinone_biosynthesis_wp308_69850","methionine_salvage_pathway","9.000","0.194","0.938","0.994","0.652"
"sc_ubiquinone_biosynthesis_wp308_69850","apc/c_complex","4.000","0.032","0.920","0.989","0.532"
"sc_ubiquinone_biosynthesis_wp308_69850","rna_polymerase_ii,_eukaryotes","9.000","0.194","0.926","0.991","0.648"
"sc_ubiquinone_biosynthesis_wp308_69850","ornithine_biosynthesis,_glutamate_=>_ornithine","19.000","0.516","0.975","0.999","0.891"
"sc_ubiquinone_biosynthesis_wp308_69850","assimilatory_sulfate_reduction,_sulfate_=>_h2s","13.000","0.323","0.969","0.999","0.753"
"sc_ubiquinone_biosynthesis_wp308_69850","eif4f_complex","4.000","0.032","0.969","0.999","0.549"
"sc_ubiquinone_biosynthesis_wp308_69850","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","23.000","0.645","0.950","0.996","0.974"
"sc_ubiquinone_biosynthesis_wp308_69850","prpp_biosynthesis,_ribose_5p_=>_prpp","16.000","0.419","0.969","0.999","0.821"
"sc_ubiquinone_biosynthesis_wp308_69850","dna_damage-induced_cell_cycle_checkpoints","10.000","0.226","0.969","0.999","0.685"
"sc_ubiquinone_biosynthesis_wp308_69850","copii_complex","6.000","0.097","0.969","0.999","0.594"
"sc_ubiquinone_biosynthesis_wp308_69850","ergocalciferol_biosynthesis","16.000","0.419","0.969","0.999","0.821"
"sc_ubiquinone_biosynthesis_wp308_69850","rna_polymerase_iii,_eukaryotes","9.000","0.194","0.903","0.984","0.639"
"sc_ubiquinone_biosynthesis_wp308_69850","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","19.000","0.516","0.987","1.000","0.895"
"sc_ubiquinone_biosynthesis_wp308_69850","scf-met30_complex","7.000","0.129","0.975","0.999","0.619"
"sc_ubiquinone_biosynthesis_wp308_69850","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","18.000","0.484","0.981","1.000","0.871"
"sc_ubiquinone_biosynthesis_wp308_69850","tramp_complex","3.000","0.000","0.969","0.999","0.526"
"sc_ubiquinone_biosynthesis_wp308_69850","histidine_biosynthesis,_prpp_=>_histidine","21.000","0.581","0.956","0.997","0.930"
"sc_ubiquinone_biosynthesis_wp308_69850","ribosome,_eukaryotes","8.000","0.161","0.396","0.262","0.302"
"sc_ubiquinone_biosynthesis_wp308_69850","escrt-ii_complex","7.000","0.129","0.981","1.000","0.621"
"sc_ubiquinone_biosynthesis_wp308_69850","tryptophan_biosynthesis,_chorismate_=>_tryptophan","17.000","0.452","0.969","0.999","0.844"
"sc_ubiquinone_biosynthesis_wp308_69850","proteasome,_20s_core_particle","8.000","0.161","0.914","0.987","0.620"
"sc_ubiquinone_biosynthesis_wp308_69850","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","21.000","0.581","0.981","1.000","0.939"
"sc_ubiquinone_biosynthesis_wp308_69850","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","18.000","0.484","0.932","0.992","0.854"
"sc_ubiquinone_biosynthesis_wp308_69850","fatty_acid_biosynthesis,_elongation","16.000","0.419","0.981","1.000","0.825"
"sc_ubiquinone_biosynthesis_wp308_69850","rna_polymerase_i,_eukaryotes","9.000","0.194","0.914","0.987","0.643"
"sc_ubiquinone_biosynthesis_wp308_69850","exosome,_eukaryotes","8.000","0.161","0.938","0.994","0.629"
"sc_ubiquinone_biosynthesis_wp308_69850","dna_polymerase_epsilon_complex","9.000","0.194","0.969","0.999","0.662"
"sc_ubiquinone_biosynthesis_wp308_69850","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","19.000","0.516","0.975","0.999","0.891"
"sc_ubiquinone_biosynthesis_wp308_69850","n-glycan_precursor_biosynthesis","17.000","0.452","0.920","0.989","0.827"
"sc_ubiquinone_biosynthesis_wp308_69850","cytochrome_bc1_complex_respiratory_unit","11.000","0.258","0.962","0.998","0.706"
"sc_ubiquinone_biosynthesis_wp308_69850","dna_polymerase_zeta  complex","8.000","0.161","0.987","1.000","0.646"
"sc_ubiquinone_biosynthesis_wp308_69850","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","18.000","0.484","0.987","1.000","0.873"
"sc_ubiquinone_biosynthesis_wp308_69850","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","25.000","0.710","0.969","0.999","1.025"
"sc_ubiquinone_biosynthesis_wp308_69850","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","11.000","0.258","0.969","0.999","0.708"
"sc_ubiquinone_biosynthesis_wp308_69850","scf-cdc4_complex","5.000","0.065","0.975","0.999","0.574"
"sc_translation_factors_wp32_71347","c5_isoprenoid_biosynthesis,_mevalonate_pathway","13.000","0.323","0.831","0.945","0.699"
"sc_translation_factors_wp32_71347","gluconeogenesis,_oxaloacetate_=>_fructose-6p","13.000","0.323","0.658","0.733","0.599"
"sc_translation_factors_wp32_71347","aminoacyl-trna_biosynthesis,_eukaryotes","12.000","0.290","0.431","0.278","0.407"
"sc_translation_factors_wp32_71347","scf-grr1_complex","7.000","0.129","0.912","0.988","0.597"
"sc_translation_factors_wp32_71347","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14.000","0.355","0.912","0.988","0.756"
"sc_translation_factors_wp32_71347","n-glycan_biosynthesis,_high-mannose_type","12.000","0.290","0.775","0.894","0.648"
"sc_translation_factors_wp32_71347","cell_cycle_-_g1/s_transition","11.000","0.258","0.870","0.970","0.671"
"sc_translation_factors_wp32_71347","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","16.000","0.419","0.812","0.929","0.757"
"sc_translation_factors_wp32_71347","succinate_dehydrogenase_(ubiquinone)","10.000","0.226","0.850","0.958","0.640"
"sc_translation_factors_wp32_71347","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","18.000","0.484","0.912","0.988","0.847"
"sc_translation_factors_wp32_71347","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","15.000","0.387","0.674","0.759","0.655"
"sc_translation_factors_wp32_71347","beta-oxidation,_acyl-coa_synthesis","12.000","0.290","0.912","0.988","0.710"
"sc_translation_factors_wp32_71347","escrt-0_complex","8.000","0.161","0.955","0.998","0.635"
"sc_translation_factors_wp32_71347","proline_biosynthesis,_glutamate_=>_proline","10.000","0.226","0.912","0.988","0.665"
"sc_translation_factors_wp32_71347","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","14.000","0.355","0.912","0.988","0.756"
"sc_translation_factors_wp32_71347","glyoxylate_cycle","5.000","0.065","0.775","0.894","0.489"
"sc_translation_factors_wp32_71347","exosome,_archaea","5.000","0.065","0.912","0.988","0.552"
"sc_translation_factors_wp32_71347","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","13.000","0.323","0.831","0.945","0.699"
"sc_translation_factors_wp32_71347","camp_signaling","6.000","0.097","0.870","0.970","0.558"
"sc_translation_factors_wp32_71347","f-type_atpase,_eukaryotes","8.000","0.161","0.674","0.759","0.496"
"sc_translation_factors_wp32_71347","sphingosine_degradation","9.000","0.194","0.933","0.994","0.650"
"sc_translation_factors_wp32_71347","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","14.000","0.355","0.812","0.929","0.712"
"sc_translation_factors_wp32_71347","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","13.000","0.323","0.831","0.945","0.699"
"sc_translation_factors_wp32_71347","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","12.000","0.290","0.933","0.994","0.718"
"sc_translation_factors_wp32_71347","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","15.000","0.387","0.850","0.958","0.753"
"sc_translation_factors_wp32_71347","ski_complex","6.000","0.097","0.933","0.994","0.582"
"sc_translation_factors_wp32_71347","mrx_complex","5.000","0.065","0.933","0.994","0.560"
"sc_translation_factors_wp32_71347","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","14.000","0.355","0.933","0.994","0.764"
"sc_translation_factors_wp32_71347","lsm_1-7_complex","6.000","0.097","0.850","0.958","0.549"
"sc_translation_factors_wp32_71347","glycolysis,_core_module_involving_three-carbon_compounds","12.000","0.290","0.674","0.759","0.587"
"sc_translation_factors_wp32_71347","sm_core_complex","7.000","0.129","0.850","0.958","0.572"
"sc_translation_factors_wp32_71347","cell_cycle_-_g2/m_transition","11.000","0.258","0.870","0.970","0.671"
"sc_translation_factors_wp32_71347","dna_polymerase_alpha_/_primase_complex","11.000","0.258","0.912","0.988","0.688"
"sc_translation_factors_wp32_71347","decapping_complex","8.000","0.161","0.891","0.980","0.611"
"sc_translation_factors_wp32_71347","sec61_complex","6.000","0.097","0.891","0.980","0.566"
"sc_translation_factors_wp32_71347","mcm_complex","5.000","0.065","0.870","0.970","0.535"
"sc_translation_factors_wp32_71347","spliceosome,_u1-snrnp","8.000","0.161","0.812","0.929","0.576"
"sc_translation_factors_wp32_71347","cap_binding_complex","9.000","0.194","0.955","0.998","0.658"
"sc_translation_factors_wp32_71347","h/aca_ribonucleoprotein_complex","12.000","0.290","0.912","0.988","0.710"
"sc_translation_factors_wp32_71347","origin_recognition_complex","11.000","0.258","0.870","0.970","0.671"
"sc_translation_factors_wp32_71347","n-glycan_precursor_trimming","9.000","0.194","0.912","0.988","0.642"
"sc_translation_factors_wp32_71347","gins_complex","6.000","0.097","0.912","0.988","0.574"
"sc_translation_factors_wp32_71347","tetrahydrofolate_biosynthesis,_gtp_=>_thf","14.000","0.355","0.850","0.958","0.730"
"sc_translation_factors_wp32_71347","lsm_2-8_complex","6.000","0.097","0.850","0.958","0.549"
"sc_translation_factors_wp32_71347","proteasome,_19s_regulatory_particle_(pa700)","13.000","0.323","0.643","0.706","0.589"
"sc_translation_factors_wp32_71347","rf-c_complex","5.000","0.065","0.891","0.980","0.543"
"sc_translation_factors_wp32_71347","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","13.000","0.323","0.812","0.929","0.689"
"sc_translation_factors_wp32_71347","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","13.000","0.323","0.891","0.980","0.725"
"sc_translation_factors_wp32_71347","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","13.000","0.323","0.955","0.998","0.749"
"sc_translation_factors_wp32_71347","holo-tfiih_complex","7.000","0.129","0.793","0.913","0.544"
"sc_translation_factors_wp32_71347","serine_biosynthesis,_glycerate-3p_=>_serine","11.000","0.258","0.912","0.988","0.688"
"sc_translation_factors_wp32_71347","cytochrome_bc1_complex","8.000","0.161","0.740","0.853","0.537"
"sc_translation_factors_wp32_71347","escrt-iii_complex","9.000","0.194","0.831","0.945","0.608"
"sc_translation_factors_wp32_71347","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","13.000","0.323","0.912","0.988","0.733"
"sc_translation_factors_wp32_71347","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","17.000","0.452","0.870","0.970","0.807"
"sc_translation_factors_wp32_71347","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","14.000","0.355","0.870","0.970","0.739"
"sc_translation_factors_wp32_71347","c1-unit_interconversion,_eukaryotes","13.000","0.323","0.912","0.988","0.733"
"sc_translation_factors_wp32_71347","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","10.000","0.226","0.891","0.980","0.657"
"sc_translation_factors_wp32_71347","gaba_(gamma-aminobutyrate)_shunt","8.000","0.161","0.933","0.994","0.628"
"sc_translation_factors_wp32_71347","n-glycosylation_by_oligosaccharyltransferase","14.000","0.355","0.812","0.929","0.712"
"sc_translation_factors_wp32_71347","coenzyme_a_biosynthesis,_pantothenate_=>_coa","13.000","0.323","0.891","0.980","0.725"
"sc_translation_factors_wp32_71347","fatty_acid_biosynthesis,_initiation","9.000","0.194","0.891","0.980","0.634"
"sc_translation_factors_wp32_71347","gpi-anchor_biosynthesis,_core_oligosaccharide","10.000","0.226","0.831","0.945","0.631"
"sc_translation_factors_wp32_71347","pentose_phosphate_pathway_(pentose_phosphate_cycle)","13.000","0.323","0.723","0.831","0.640"
"sc_translation_factors_wp32_71347","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","13.000","0.323","0.831","0.945","0.699"
"sc_translation_factors_wp32_71347","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","13.000","0.323","0.912","0.988","0.733"
"sc_translation_factors_wp32_71347","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","14.000","0.355","0.870","0.970","0.739"
"sc_translation_factors_wp32_71347","p97-ufd1-npl4_complex","6.000","0.097","0.933","0.994","0.582"
"sc_translation_factors_wp32_71347","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","15.000","0.387","0.933","0.994","0.786"
"sc_translation_factors_wp32_71347","citrate_cycle_(tca_cycle,_krebs_cycle)","11.000","0.258","0.546","0.517","0.472"
"sc_translation_factors_wp32_71347","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","11.000","0.258","0.546","0.517","0.472"
"sc_translation_factors_wp32_71347","methionine_salvage_pathway","9.000","0.194","0.793","0.913","0.589"
"sc_translation_factors_wp32_71347","apc/c_complex","5.000","0.065","0.740","0.853","0.469"
"sc_translation_factors_wp32_71347","rna_polymerase_ii,_eukaryotes","9.000","0.194","0.757","0.875","0.570"
"sc_translation_factors_wp32_71347","ornithine_biosynthesis,_glutamate_=>_ornithine","11.000","0.258","0.912","0.988","0.688"
"sc_translation_factors_wp32_71347","assimilatory_sulfate_reduction,_sulfate_=>_h2s","16.000","0.419","0.891","0.980","0.793"
"sc_translation_factors_wp32_71347","eif4f_complex","5.000","0.065","0.891","0.980","0.543"
"sc_translation_factors_wp32_71347","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","13.000","0.323","0.831","0.945","0.699"
"sc_translation_factors_wp32_71347","prpp_biosynthesis,_ribose_5p_=>_prpp","10.000","0.226","0.891","0.980","0.657"
"sc_translation_factors_wp32_71347","dna_damage-induced_cell_cycle_checkpoints","9.000","0.194","0.891","0.980","0.634"
"sc_translation_factors_wp32_71347","copii_complex","6.000","0.097","0.891","0.980","0.566"
"sc_translation_factors_wp32_71347","ergocalciferol_biosynthesis","8.000","0.161","0.891","0.980","0.611"
"sc_translation_factors_wp32_71347","rna_polymerase_iii,_eukaryotes","9.000","0.194","0.690","0.784","0.529"
"sc_translation_factors_wp32_71347","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","12.000","0.290","0.955","0.998","0.726"
"sc_translation_factors_wp32_71347","scf-met30_complex","7.000","0.129","0.912","0.988","0.597"
"sc_translation_factors_wp32_71347","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","13.000","0.323","0.933","0.994","0.741"
"sc_translation_factors_wp32_71347","tramp_complex","7.000","0.129","0.891","0.980","0.589"
"sc_translation_factors_wp32_71347","histidine_biosynthesis,_prpp_=>_histidine","11.000","0.258","0.850","0.958","0.662"
"sc_translation_factors_wp32_71347","ribosome,_eukaryotes","7.000","0.129","0.035","0.000","0.111"
"sc_translation_factors_wp32_71347","escrt-ii_complex","9.000","0.194","0.933","0.994","0.650"
"sc_translation_factors_wp32_71347","tryptophan_biosynthesis,_chorismate_=>_tryptophan","14.000","0.355","0.891","0.980","0.748"
"sc_translation_factors_wp32_71347","proteasome,_20s_core_particle","10.000","0.226","0.723","0.831","0.572"
"sc_translation_factors_wp32_71347","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","13.000","0.323","0.933","0.994","0.741"
"sc_translation_factors_wp32_71347","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","13.000","0.323","0.775","0.894","0.670"
"sc_translation_factors_wp32_71347","fatty_acid_biosynthesis,_elongation","10.000","0.226","0.933","0.994","0.673"
"sc_translation_factors_wp32_71347","rna_polymerase_i,_eukaryotes","9.000","0.194","0.723","0.831","0.550"
"sc_translation_factors_wp32_71347","exosome,_eukaryotes","6.000","0.097","0.793","0.913","0.521"
"sc_translation_factors_wp32_71347","dna_polymerase_epsilon_complex","11.000","0.258","0.891","0.980","0.680"
"sc_translation_factors_wp32_71347","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","11.000","0.258","0.912","0.988","0.688"
"sc_translation_factors_wp32_71347","n-glycan_precursor_biosynthesis","9.000","0.194","0.740","0.853","0.560"
"sc_translation_factors_wp32_71347","cytochrome_bc1_complex_respiratory_unit","11.000","0.258","0.870","0.970","0.671"
"sc_translation_factors_wp32_71347","dna_polymerase_zeta  complex","9.000","0.194","0.955","0.998","0.658"
"sc_translation_factors_wp32_71347","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","11.000","0.258","0.955","0.998","0.703"
"sc_translation_factors_wp32_71347","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","11.000","0.258","0.891","0.980","0.680"
"sc_translation_factors_wp32_71347","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","12.000","0.290","0.891","0.980","0.702"
"sc_translation_factors_wp32_71347","scf-cdc4_complex","6.000","0.097","0.912","0.988","0.574"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","c5_isoprenoid_biosynthesis,_mevalonate_pathway","18.000","0.484","0.970","0.999","0.867"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","gluconeogenesis,_oxaloacetate_=>_fructose-6p","16.000","0.419","0.933","0.993","0.809"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","aminoacyl-trna_biosynthesis,_eukaryotes","15.000","0.387","0.870","0.972","0.762"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","scf-grr1_complex","8.000","0.161","0.985","1.000","0.645"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","24.000","0.677","0.985","1.000","1.008"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","n-glycan_biosynthesis,_high-mannose_type","15.000","0.387","0.959","0.998","0.795"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","cell_cycle_-_g1/s_transition","12.000","0.290","0.977","0.999","0.733"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","21.000","0.581","0.966","0.998","0.934"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","succinate_dehydrogenase_(ubiquinone)","15.000","0.387","0.974","0.999","0.800"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","23.000","0.645","0.985","1.000","0.985"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","20.000","0.548","0.937","0.994","0.901"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","beta-oxidation,_acyl-coa_synthesis","15.000","0.387","0.985","1.000","0.804"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","escrt-0_complex","8.000","0.161","0.992","1.000","0.647"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","proline_biosynthesis,_glutamate_=>_proline","15.000","0.387","0.985","1.000","0.804"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","22.000","0.613","0.985","1.000","0.963"
"sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","glyoxylate_cycle","9.000","0.194","0.959","0.998","0.659"
