Identifier	Database
S000000172	SGD
S000006081	SGD
S000002444	SGD
S000003496	SGD
S000001872	SGD
S000004050	SGD
S000002430	SGD
S000005457	SGD
S000003417	SGD
S000005862	SGD
S000002749	SGD
S000001061	SGD
S000003941	SGD
S000005191	SGD
S000005694	SGD
S000003214	SGD
S000000889	SGD
S000001340	SGD
S000006285	SGD
