Identifier	Database
S000005194	SGD
S000001014	SGD
S000001954	SGD
S000003782	SGD
S000004321	SGD
S000001200	SGD
S000004740	SGD
S000002777	SGD
S000004837	SGD
S000001334	SGD
S000004253	SGD
S000005878	SGD
S000004494	SGD
S000002411	SGD
S000002483	SGD
S000000897	SGD
S000005194	SGD
S000000897	SGD
S000004494	SGD
S000002411	SGD
S000001334	SGD
S000004253	SGD
