"wikipathways","kegg","LCS","Gene Agreement","GenePair Agreement"
"sc_cytoplasmic_trna_synthetases_wp219_76236","c5_isoprenoid_biosynthesis,_mevalonate_pathway","17","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","gluconeogenesis,_oxaloacetate_=>_fructose-6p","14","0.197","0.081"
"sc_cytoplasmic_trna_synthetases_wp219_76236","aminoacyl-trna_biosynthesis,_eukaryotes","18","0.357","0.294"
"sc_cytoplasmic_trna_synthetases_wp219_76236","scf-grr1_complex","8","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","16","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","n-glycan_biosynthesis,_high-mannose_type","15","0.125","0.030"
"sc_cytoplasmic_trna_synthetases_wp219_76236","cell_cycle_-_g1/s_transition","12","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","18","0.104","0.020"
"sc_cytoplasmic_trna_synthetases_wp219_76236","succinate_dehydrogenase_(ubiquinone)","13","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","16","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","17","0.187","0.072"
"sc_cytoplasmic_trna_synthetases_wp219_76236","beta-oxidation,_acyl-coa_synthesis","15","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","escrt-0_complex","8","0.024","0.001"
"sc_cytoplasmic_trna_synthetases_wp219_76236","proline_biosynthesis,_glutamate_=>_proline","16","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","21","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","glyoxylate_cycle","8","0.125","0.030"
"sc_cytoplasmic_trna_synthetases_wp219_76236","exosome,_archaea","8","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","18","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","camp_signaling","7","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","f-type_atpase,_eukaryotes","11","0.187","0.072"
"sc_cytoplasmic_trna_synthetases_wp219_76236","sphingosine_degradation","8","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","18","0.104","0.020"
"sc_cytoplasmic_trna_synthetases_wp219_76236","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","17","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","17","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","18","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","ski_complex","7","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","mrx_complex","6","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","21","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","lsm_1-7_complex","7","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","glycolysis,_core_module_involving_three-carbon_compounds","15","0.187","0.072"
"sc_cytoplasmic_trna_synthetases_wp219_76236","sm_core_complex","8","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","cell_cycle_-_g2/m_transition","12","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","dna_polymerase_alpha_/_primase_complex","13","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","decapping_complex","7","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","sec61_complex","8","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","mcm_complex","7","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","spliceosome,_u1-snrnp","10","0.104","0.020"
"sc_cytoplasmic_trna_synthetases_wp219_76236","cap_binding_complex","7","0.024","0.001"
"sc_cytoplasmic_trna_synthetases_wp219_76236","h/aca_ribonucleoprotein_complex","10","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","origin_recognition_complex","8","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","n-glycan_precursor_trimming","8","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","gins_complex","7","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","tetrahydrofolate_biosynthesis,_gtp_=>_thf","17","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","lsm_2-8_complex","7","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","proteasome,_19s_regulatory_particle_(pa700)","13","0.207","0.090"
"sc_cytoplasmic_trna_synthetases_wp219_76236","rf-c_complex","7","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","18","0.104","0.020"
"sc_cytoplasmic_trna_synthetases_wp219_76236","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","17","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","18","0.024","0.001"
"sc_cytoplasmic_trna_synthetases_wp219_76236","holo-tfiih_complex","6","0.115","0.024"
"sc_cytoplasmic_trna_synthetases_wp219_76236","serine_biosynthesis,_glycerate-3p_=>_serine","15","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","cytochrome_bc1_complex","10","0.146","0.042"
"sc_cytoplasmic_trna_synthetases_wp219_76236","escrt-iii_complex","8","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","15","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","19","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","18","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","c1-unit_interconversion,_eukaryotes","12","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","17","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","gaba_(gamma-aminobutyrate)_shunt","11","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","n-glycosylation_by_oligosaccharyltransferase","15","0.104","0.020"
"sc_cytoplasmic_trna_synthetases_wp219_76236","coenzyme_a_biosynthesis,_pantothenate_=>_coa","17","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","fatty_acid_biosynthesis,_initiation","13","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","gpi-anchor_biosynthesis,_core_oligosaccharide","15","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","pentose_phosphate_pathway_(pentose_phosphate_cycle)","16","0.157","0.049"
"sc_cytoplasmic_trna_synthetases_wp219_76236","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","17","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","18","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","16","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","p97-ufd1-npl4_complex","6","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","17","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","citrate_cycle_(tca_cycle,_krebs_cycle)","14","0.272","0.164"
"sc_cytoplasmic_trna_synthetases_wp219_76236","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","15","0.272","0.164"
"sc_cytoplasmic_trna_synthetases_wp219_76236","methionine_salvage_pathway","10","0.115","0.024"
"sc_cytoplasmic_trna_synthetases_wp219_76236","apc/c_complex","7","0.146","0.042"
"sc_cytoplasmic_trna_synthetases_wp219_76236","rna_polymerase_ii,_eukaryotes","12","0.136","0.036"
"sc_cytoplasmic_trna_synthetases_wp219_76236","ornithine_biosynthesis,_glutamate_=>_ornithine","16","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","assimilatory_sulfate_reduction,_sulfate_=>_h2s","16","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","eif4f_complex","6","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","18","0.093","0.015"
"sc_cytoplasmic_trna_synthetases_wp219_76236","prpp_biosynthesis,_ribose_5p_=>_prpp","14","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","dna_damage-induced_cell_cycle_checkpoints","12","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","copii_complex","7","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","ergocalciferol_biosynthesis","13","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","rna_polymerase_iii,_eukaryotes","12","0.177","0.064"
"sc_cytoplasmic_trna_synthetases_wp219_76236","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","17","0.024","0.001"
"sc_cytoplasmic_trna_synthetases_wp219_76236","scf-met30_complex","8","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","16","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","tramp_complex","6","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","histidine_biosynthesis,_prpp_=>_histidine","16","0.082","0.012"
"sc_cytoplasmic_trna_synthetases_wp219_76236","ribosome,_eukaryotes","9","0.829","0.995"
"sc_cytoplasmic_trna_synthetases_wp219_76236","escrt-ii_complex","8","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","tryptophan_biosynthesis,_chorismate_=>_tryptophan","17","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","proteasome,_20s_core_particle","10","0.157","0.049"
"sc_cytoplasmic_trna_synthetases_wp219_76236","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","18","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","16","0.125","0.030"
"sc_cytoplasmic_trna_synthetases_wp219_76236","fatty_acid_biosynthesis,_elongation","13","0.036","0.002"
"sc_cytoplasmic_trna_synthetases_wp219_76236","rna_polymerase_i,_eukaryotes","12","0.157","0.049"
"sc_cytoplasmic_trna_synthetases_wp219_76236","exosome,_eukaryotes","9","0.115","0.024"
"sc_cytoplasmic_trna_synthetases_wp219_76236","dna_polymerase_epsilon_complex","12","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","16","0.047","0.003"
"sc_cytoplasmic_trna_synthetases_wp219_76236","n-glycan_precursor_biosynthesis","14","0.146","0.042"
"sc_cytoplasmic_trna_synthetases_wp219_76236","cytochrome_bc1_complex_respiratory_unit","13","0.070","0.008"
"sc_cytoplasmic_trna_synthetases_wp219_76236","dna_polymerase_zeta  complex","11","0.024","0.001"
"sc_cytoplasmic_trna_synthetases_wp219_76236","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","17","0.024","0.001"
"sc_cytoplasmic_trna_synthetases_wp219_76236","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","15","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","12","0.059","0.005"
"sc_cytoplasmic_trna_synthetases_wp219_76236","scf-cdc4_complex","8","0.047","0.003"
"sc_trehalose_biosynthesis_wp239_70272","c5_isoprenoid_biosynthesis,_mevalonate_pathway","20","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","gluconeogenesis,_oxaloacetate_=>_fructose-6p","11","0.045","0.003"
"sc_trehalose_biosynthesis_wp239_70272","aminoacyl-trna_biosynthesis,_eukaryotes","18","0.088","0.012"
"sc_trehalose_biosynthesis_wp239_70272","scf-grr1_complex","6","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","15","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","n-glycan_biosynthesis,_high-mannose_type","17","0.028","0.001"
"sc_trehalose_biosynthesis_wp239_70272","cell_cycle_-_g1/s_transition","9","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","16","0.023","0.001"
"sc_trehalose_biosynthesis_wp239_70272","succinate_dehydrogenase_(ubiquinone)","14","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","15","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","16","0.042","0.003"
"sc_trehalose_biosynthesis_wp239_70272","beta-oxidation,_acyl-coa_synthesis","14","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","escrt-0_complex","6","0.005","0.000"
"sc_trehalose_biosynthesis_wp239_70272","proline_biosynthesis,_glutamate_=>_proline","18","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","23","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","glyoxylate_cycle","6","0.028","0.001"
"sc_trehalose_biosynthesis_wp239_70272","exosome,_archaea","7","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","19","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","camp_signaling","6","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","f-type_atpase,_eukaryotes","10","0.042","0.003"
"sc_trehalose_biosynthesis_wp239_70272","sphingosine_degradation","9","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","22","0.023","0.001"
"sc_trehalose_biosynthesis_wp239_70272","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","21","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","21","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","17","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","ski_complex","4","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","mrx_complex","4","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","22","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","lsm_1-7_complex","5","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","glycolysis,_core_module_involving_three-carbon_compounds","15","0.042","0.003"
"sc_trehalose_biosynthesis_wp239_70272","sm_core_complex","7","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","cell_cycle_-_g2/m_transition","9","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","dna_polymerase_alpha_/_primase_complex","11","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","decapping_complex","6","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","sec61_complex","5","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","mcm_complex","4","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","spliceosome,_u1-snrnp","10","0.023","0.001"
"sc_trehalose_biosynthesis_wp239_70272","cap_binding_complex","9","0.005","0.000"
"sc_trehalose_biosynthesis_wp239_70272","h/aca_ribonucleoprotein_complex","11","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","origin_recognition_complex","9","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","n-glycan_precursor_trimming","8","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","gins_complex","5","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","tetrahydrofolate_biosynthesis,_gtp_=>_thf","21","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","lsm_2-8_complex","5","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","proteasome,_19s_regulatory_particle_(pa700)","14","0.047","0.003"
"sc_trehalose_biosynthesis_wp239_70272","rf-c_complex","4","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","21","0.023","0.001"
"sc_trehalose_biosynthesis_wp239_70272","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","21","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","22","0.005","0.000"
"sc_trehalose_biosynthesis_wp239_70272","holo-tfiih_complex","7","0.025","0.001"
"sc_trehalose_biosynthesis_wp239_70272","serine_biosynthesis,_glycerate-3p_=>_serine","19","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","cytochrome_bc1_complex","9","0.033","0.002"
"sc_trehalose_biosynthesis_wp239_70272","escrt-iii_complex","7","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","13","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","17","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","21","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","c1-unit_interconversion,_eukaryotes","12","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","20","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","gaba_(gamma-aminobutyrate)_shunt","9","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","n-glycosylation_by_oligosaccharyltransferase","12","0.023","0.001"
"sc_trehalose_biosynthesis_wp239_70272","coenzyme_a_biosynthesis,_pantothenate_=>_coa","19","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","fatty_acid_biosynthesis,_initiation","16","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","gpi-anchor_biosynthesis,_core_oligosaccharide","18","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","pentose_phosphate_pathway_(pentose_phosphate_cycle)","15","0.035","0.002"
"sc_trehalose_biosynthesis_wp239_70272","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","21","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","21","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","18","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","p97-ufd1-npl4_complex","4","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","19","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","citrate_cycle_(tca_cycle,_krebs_cycle)","12","0.064","0.006"
"sc_trehalose_biosynthesis_wp239_70272","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","13","0.064","0.006"
"sc_trehalose_biosynthesis_wp239_70272","methionine_salvage_pathway","9","0.025","0.001"
"sc_trehalose_biosynthesis_wp239_70272","apc/c_complex","4","0.033","0.002"
"sc_trehalose_biosynthesis_wp239_70272","rna_polymerase_ii,_eukaryotes","11","0.030","0.001"
"sc_trehalose_biosynthesis_wp239_70272","ornithine_biosynthesis,_glutamate_=>_ornithine","18","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","assimilatory_sulfate_reduction,_sulfate_=>_h2s","14","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","eif4f_complex","4","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","22","0.020","0.001"
"sc_trehalose_biosynthesis_wp239_70272","prpp_biosynthesis,_ribose_5p_=>_prpp","17","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","dna_damage-induced_cell_cycle_checkpoints","10","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","copii_complex","6","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","ergocalciferol_biosynthesis","17","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","rna_polymerase_iii,_eukaryotes","11","0.040","0.002"
"sc_trehalose_biosynthesis_wp239_70272","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","19","0.005","0.000"
"sc_trehalose_biosynthesis_wp239_70272","scf-met30_complex","6","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","19","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","tramp_complex","6","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","histidine_biosynthesis,_prpp_=>_histidine","19","0.018","0.000"
"sc_trehalose_biosynthesis_wp239_70272","ribosome,_eukaryotes","9","0.309","0.170"
"sc_trehalose_biosynthesis_wp239_70272","escrt-ii_complex","7","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","tryptophan_biosynthesis,_chorismate_=>_tryptophan","19","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","proteasome,_20s_core_particle","10","0.035","0.002"
"sc_trehalose_biosynthesis_wp239_70272","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","21","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","19","0.028","0.001"
"sc_trehalose_biosynthesis_wp239_70272","fatty_acid_biosynthesis,_elongation","16","0.008","0.000"
"sc_trehalose_biosynthesis_wp239_70272","rna_polymerase_i,_eukaryotes","11","0.035","0.002"
"sc_trehalose_biosynthesis_wp239_70272","exosome,_eukaryotes","9","0.025","0.001"
"sc_trehalose_biosynthesis_wp239_70272","dna_polymerase_epsilon_complex","11","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","19","0.010","0.000"
"sc_trehalose_biosynthesis_wp239_70272","n-glycan_precursor_biosynthesis","18","0.033","0.002"
"sc_trehalose_biosynthesis_wp239_70272","cytochrome_bc1_complex_respiratory_unit","12","0.015","0.000"
"sc_trehalose_biosynthesis_wp239_70272","dna_polymerase_zeta  complex","8","0.005","0.000"
"sc_trehalose_biosynthesis_wp239_70272","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","17","0.005","0.000"
"sc_trehalose_biosynthesis_wp239_70272","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","17","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","11","0.013","0.000"
"sc_trehalose_biosynthesis_wp239_70272","scf-cdc4_complex","5","0.010","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","c5_isoprenoid_biosynthesis,_mevalonate_pathway","23","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","gluconeogenesis,_oxaloacetate_=>_fructose-6p","14","0.169","0.057"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","aminoacyl-trna_biosynthesis,_eukaryotes","19","0.310","0.215"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","scf-grr1_complex","8","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","24","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","n-glycan_biosynthesis,_high-mannose_type","18","0.106","0.021"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","cell_cycle_-_g1/s_transition","12","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","20","0.088","0.014"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","succinate_dehydrogenase_(ubiquinone)","15","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","20","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","21","0.160","0.051"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","beta-oxidation,_acyl-coa_synthesis","18","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","escrt-0_complex","9","0.020","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","proline_biosynthesis,_glutamate_=>_proline","19","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","32","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","glyoxylate_cycle","7","0.106","0.021"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","exosome,_archaea","7","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","21","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","camp_signaling","8","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","f-type_atpase,_eukaryotes","10","0.160","0.051"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","sphingosine_degradation","13","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","27","0.088","0.014"
