"wikipathways","kegg","LCS","Gene Agreement","GenePair Agreement"
"sc_leucine_biosynthesis_wp180_69807","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","19","0.023","0.001"
"sc_leucine_biosynthesis_wp180_69807","p97-ufd1-npl4_complex","5","0.011","0.000"
"sc_leucine_biosynthesis_wp180_69807","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","20","0.011","0.000"
"sc_leucine_biosynthesis_wp180_69807","citrate_cycle_(tca_cycle,_krebs_cycle)","11","0.095","0.016"
"sc_leucine_biosynthesis_wp180_69807","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","11","0.095","0.016"
"sc_leucine_biosynthesis_wp180_69807","methionine_salvage_pathway","9","0.038","0.002"
"sc_leucine_biosynthesis_wp180_69807","apc/c_complex","5","0.049","0.004"
"sc_leucine_biosynthesis_wp180_69807","rna_polymerase_ii,_eukaryotes","10","0.045","0.003"
"sc_leucine_biosynthesis_wp180_69807","ornithine_biosynthesis,_glutamate_=>_ornithine","18","0.015","0.000"
"sc_leucine_biosynthesis_wp180_69807","assimilatory_sulfate_reduction,_sulfate_=>_h2s","14","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","eif4f_complex","5","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","20","0.030","0.001"
"sc_leucine_biosynthesis_wp180_69807","prpp_biosynthesis,_ribose_5p_=>_prpp","16","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","dna_damage-induced_cell_cycle_checkpoints","11","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","copii_complex","5","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","ergocalciferol_biosynthesis","18","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","rna_polymerase_iii,_eukaryotes","10","0.059","0.006"
"sc_leucine_biosynthesis_wp180_69807","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","20","0.008","0.000"
"sc_leucine_biosynthesis_wp180_69807","scf-met30_complex","6","0.015","0.000"
"sc_leucine_biosynthesis_wp180_69807","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","19","0.011","0.000"
"sc_leucine_biosynthesis_wp180_69807","tramp_complex","4","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","histidine_biosynthesis,_prpp_=>_histidine","20","0.026","0.001"
"sc_leucine_biosynthesis_wp180_69807","ribosome,_eukaryotes","8","0.426","0.373"
"sc_leucine_biosynthesis_wp180_69807","escrt-ii_complex","6","0.011","0.000"
"sc_leucine_biosynthesis_wp180_69807","tryptophan_biosynthesis,_chorismate_=>_tryptophan","16","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","proteasome,_20s_core_particle","7","0.052","0.004"
"sc_leucine_biosynthesis_wp180_69807","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","20","0.011","0.000"
"sc_leucine_biosynthesis_wp180_69807","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","20","0.041","0.003"
"sc_leucine_biosynthesis_wp180_69807","fatty_acid_biosynthesis,_elongation","17","0.011","0.000"
"sc_leucine_biosynthesis_wp180_69807","rna_polymerase_i,_eukaryotes","10","0.052","0.004"
"sc_leucine_biosynthesis_wp180_69807","exosome,_eukaryotes","8","0.038","0.002"
"sc_leucine_biosynthesis_wp180_69807","dna_polymerase_epsilon_complex","10","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","22","0.015","0.000"
"sc_leucine_biosynthesis_wp180_69807","n-glycan_precursor_biosynthesis","17","0.049","0.004"
"sc_leucine_biosynthesis_wp180_69807","cytochrome_bc1_complex_respiratory_unit","10","0.023","0.001"
"sc_leucine_biosynthesis_wp180_69807","dna_polymerase_zeta  complex","8","0.008","0.000"
"sc_leucine_biosynthesis_wp180_69807","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","19","0.008","0.000"
"sc_leucine_biosynthesis_wp180_69807","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","19","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","10","0.019","0.000"
"sc_leucine_biosynthesis_wp180_69807","scf-cdc4_complex","6","0.015","0.000"
"sc_toluene_degradation_wp60_78389","c5_isoprenoid_biosynthesis,_mevalonate_pathway","13","0.030","0.001"
"sc_toluene_degradation_wp60_78389","gluconeogenesis,_oxaloacetate_=>_fructose-6p","11","0.067","0.007"
"sc_toluene_degradation_wp60_78389","aminoacyl-trna_biosynthesis,_eukaryotes","9","0.130","0.030"
"sc_toluene_degradation_wp60_78389","scf-grr1_complex","6","0.015","0.000"
"sc_toluene_degradation_wp60_78389","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14","0.015","0.000"
"sc_toluene_degradation_wp60_78389","n-glycan_biosynthesis,_high-mannose_type","11","0.041","0.003"
"sc_toluene_degradation_wp60_78389","cell_cycle_-_g1/s_transition","12","0.023","0.001"
"sc_toluene_degradation_wp60_78389","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","15","0.034","0.002"
"sc_toluene_degradation_wp60_78389","succinate_dehydrogenase_(ubiquinone)","12","0.026","0.001"
"sc_toluene_degradation_wp60_78389","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","19","0.015","0.000"
"sc_toluene_degradation_wp60_78389","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","15","0.063","0.007"
"sc_toluene_degradation_wp60_78389","beta-oxidation,_acyl-coa_synthesis","10","0.015","0.000"
"sc_toluene_degradation_wp60_78389","escrt-0_complex","6","0.008","0.000"
"sc_toluene_degradation_wp60_78389","proline_biosynthesis,_glutamate_=>_proline","12","0.015","0.000"
"sc_toluene_degradation_wp60_78389","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","14","0.015","0.000"
"sc_toluene_degradation_wp60_78389","glyoxylate_cycle","5","0.041","0.003"
"sc_toluene_degradation_wp60_78389","exosome,_archaea","7","0.015","0.000"
"sc_toluene_degradation_wp60_78389","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","15","0.030","0.001"
"sc_toluene_degradation_wp60_78389","camp_signaling","6","0.023","0.001"
"sc_toluene_degradation_wp60_78389","f-type_atpase,_eukaryotes","7","0.063","0.007"
"sc_toluene_degradation_wp60_78389","sphingosine_degradation","16","0.011","0.000"
"sc_toluene_degradation_wp60_78389","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","13","0.034","0.002"
"sc_toluene_degradation_wp60_78389","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","12","0.030","0.001"
"sc_toluene_degradation_wp60_78389","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","13","0.011","0.000"
"sc_toluene_degradation_wp60_78389","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","14","0.026","0.001"
"sc_toluene_degradation_wp60_78389","ski_complex","5","0.011","0.000"
"sc_toluene_degradation_wp60_78389","mrx_complex","4","0.011","0.000"
"sc_toluene_degradation_wp60_78389","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","15","0.011","0.000"
"sc_toluene_degradation_wp60_78389","lsm_1-7_complex","5","0.026","0.001"
"sc_toluene_degradation_wp60_78389","glycolysis,_core_module_involving_three-carbon_compounds","14","0.063","0.007"
"sc_toluene_degradation_wp60_78389","sm_core_complex","7","0.026","0.001"
"sc_toluene_degradation_wp60_78389","cell_cycle_-_g2/m_transition","12","0.023","0.001"
"sc_toluene_degradation_wp60_78389","dna_polymerase_alpha_/_primase_complex","11","0.015","0.000"
"sc_toluene_degradation_wp60_78389","decapping_complex","7","0.019","0.000"
"sc_toluene_degradation_wp60_78389","sec61_complex","6","0.019","0.000"
"sc_toluene_degradation_wp60_78389","mcm_complex","5","0.023","0.001"
"sc_toluene_degradation_wp60_78389","spliceosome,_u1-snrnp","8","0.034","0.002"
"sc_toluene_degradation_wp60_78389","cap_binding_complex","8","0.008","0.000"
"sc_toluene_degradation_wp60_78389","h/aca_ribonucleoprotein_complex","11","0.015","0.000"
"sc_toluene_degradation_wp60_78389","origin_recognition_complex","11","0.023","0.001"
"sc_toluene_degradation_wp60_78389","n-glycan_precursor_trimming","8","0.015","0.000"
"sc_toluene_degradation_wp60_78389","gins_complex","5","0.015","0.000"
"sc_toluene_degradation_wp60_78389","tetrahydrofolate_biosynthesis,_gtp_=>_thf","13","0.026","0.001"
"sc_toluene_degradation_wp60_78389","lsm_2-8_complex","5","0.026","0.001"
"sc_toluene_degradation_wp60_78389","proteasome,_19s_regulatory_particle_(pa700)","13","0.070","0.008"
"sc_toluene_degradation_wp60_78389","rf-c_complex","5","0.019","0.000"
"sc_toluene_degradation_wp60_78389","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","14","0.034","0.002"
"sc_toluene_degradation_wp60_78389","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","13","0.019","0.000"
"sc_toluene_degradation_wp60_78389","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","13","0.008","0.000"
"sc_toluene_degradation_wp60_78389","holo-tfiih_complex","6","0.038","0.002"
"sc_toluene_degradation_wp60_78389","serine_biosynthesis,_glycerate-3p_=>_serine","12","0.015","0.000"
"sc_toluene_degradation_wp60_78389","cytochrome_bc1_complex","7","0.049","0.004"
"sc_toluene_degradation_wp60_78389","escrt-iii_complex","7","0.030","0.001"
"sc_toluene_degradation_wp60_78389","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","13","0.015","0.000"
"sc_toluene_degradation_wp60_78389","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","14","0.023","0.001"
"sc_toluene_degradation_wp60_78389","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","16","0.023","0.001"
"sc_toluene_degradation_wp60_78389","c1-unit_interconversion,_eukaryotes","11","0.015","0.000"
"sc_toluene_degradation_wp60_78389","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","12","0.019","0.000"
"sc_toluene_degradation_wp60_78389","gaba_(gamma-aminobutyrate)_shunt","7","0.011","0.000"
"sc_toluene_degradation_wp60_78389","n-glycosylation_by_oligosaccharyltransferase","10","0.034","0.002"
"sc_toluene_degradation_wp60_78389","coenzyme_a_biosynthesis,_pantothenate_=>_coa","13","0.019","0.000"
"sc_toluene_degradation_wp60_78389","fatty_acid_biosynthesis,_initiation","11","0.019","0.000"
"sc_toluene_degradation_wp60_78389","gpi-anchor_biosynthesis,_core_oligosaccharide","11","0.030","0.001"
"sc_toluene_degradation_wp60_78389","pentose_phosphate_pathway_(pentose_phosphate_cycle)","12","0.052","0.004"
"sc_toluene_degradation_wp60_78389","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","12","0.030","0.001"
"sc_toluene_degradation_wp60_78389","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","12","0.015","0.000"
"sc_toluene_degradation_wp60_78389","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","16","0.023","0.001"
"sc_toluene_degradation_wp60_78389","p97-ufd1-npl4_complex","5","0.011","0.000"
"sc_toluene_degradation_wp60_78389","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","13","0.011","0.000"
"sc_toluene_degradation_wp60_78389","citrate_cycle_(tca_cycle,_krebs_cycle)","8","0.095","0.016"
"sc_toluene_degradation_wp60_78389","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","13","0.095","0.016"
"sc_toluene_degradation_wp60_78389","methionine_salvage_pathway","9","0.038","0.002"
"sc_toluene_degradation_wp60_78389","apc/c_complex","5","0.049","0.004"
"sc_toluene_degradation_wp60_78389","rna_polymerase_ii,_eukaryotes","9","0.045","0.003"
"sc_toluene_degradation_wp60_78389","ornithine_biosynthesis,_glutamate_=>_ornithine","11","0.015","0.000"
"sc_toluene_degradation_wp60_78389","assimilatory_sulfate_reduction,_sulfate_=>_h2s","14","0.019","0.000"
"sc_toluene_degradation_wp60_78389","eif4f_complex","4","0.019","0.000"
"sc_toluene_degradation_wp60_78389","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","13","0.030","0.001"
"sc_toluene_degradation_wp60_78389","prpp_biosynthesis,_ribose_5p_=>_prpp","11","0.019","0.000"
"sc_toluene_degradation_wp60_78389","dna_damage-induced_cell_cycle_checkpoints","9","0.019","0.000"
"sc_toluene_degradation_wp60_78389","copii_complex","5","0.019","0.000"
"sc_toluene_degradation_wp60_78389","ergocalciferol_biosynthesis","7","0.019","0.000"
"sc_toluene_degradation_wp60_78389","rna_polymerase_iii,_eukaryotes","9","0.059","0.006"
"sc_toluene_degradation_wp60_78389","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","14","0.008","0.000"
"sc_toluene_degradation_wp60_78389","scf-met30_complex","6","0.015","0.000"
"sc_toluene_degradation_wp60_78389","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","10","0.011","0.000"
"sc_toluene_degradation_wp60_78389","tramp_complex","5","0.019","0.000"
"sc_toluene_degradation_wp60_78389","histidine_biosynthesis,_prpp_=>_histidine","11","0.026","0.001"
"sc_toluene_degradation_wp60_78389","ribosome,_eukaryotes","7","0.426","0.373"
"sc_toluene_degradation_wp60_78389","escrt-ii_complex","7","0.011","0.000"
"sc_toluene_degradation_wp60_78389","tryptophan_biosynthesis,_chorismate_=>_tryptophan","10","0.019","0.000"
"sc_toluene_degradation_wp60_78389","proteasome,_20s_core_particle","8","0.052","0.004"
"sc_toluene_degradation_wp60_78389","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","12","0.011","0.000"
"sc_toluene_degradation_wp60_78389","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","12","0.041","0.003"
"sc_toluene_degradation_wp60_78389","fatty_acid_biosynthesis,_elongation","13","0.011","0.000"
"sc_toluene_degradation_wp60_78389","rna_polymerase_i,_eukaryotes","9","0.052","0.004"
"sc_toluene_degradation_wp60_78389","exosome,_eukaryotes","7","0.038","0.002"
"sc_toluene_degradation_wp60_78389","dna_polymerase_epsilon_complex","12","0.019","0.000"
"sc_toluene_degradation_wp60_78389","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","13","0.015","0.000"
"sc_toluene_degradation_wp60_78389","n-glycan_precursor_biosynthesis","8","0.049","0.004"
"sc_toluene_degradation_wp60_78389","cytochrome_bc1_complex_respiratory_unit","12","0.023","0.001"
"sc_toluene_degradation_wp60_78389","dna_polymerase_zeta  complex","10","0.008","0.000"
"sc_toluene_degradation_wp60_78389","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","13","0.008","0.000"
"sc_toluene_degradation_wp60_78389","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","13","0.019","0.000"
"sc_toluene_degradation_wp60_78389","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","12","0.019","0.000"
"sc_toluene_degradation_wp60_78389","scf-cdc4_complex","6","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","c5_isoprenoid_biosynthesis,_mevalonate_pathway","21","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","gluconeogenesis,_oxaloacetate_=>_fructose-6p","13","0.045","0.003"
"sc_triglyceride_biosynthesis_wp266_69843","aminoacyl-trna_biosynthesis,_eukaryotes","17","0.088","0.012"
"sc_triglyceride_biosynthesis_wp266_69843","scf-grr1_complex","7","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","n-glycan_biosynthesis,_high-mannose_type","19","0.028","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","cell_cycle_-_g1/s_transition","10","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","16","0.023","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","succinate_dehydrogenase_(ubiquinone)","13","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","14","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","16","0.042","0.003"
"sc_triglyceride_biosynthesis_wp266_69843","beta-oxidation,_acyl-coa_synthesis","14","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","escrt-0_complex","6","0.005","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","proline_biosynthesis,_glutamate_=>_proline","19","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","23","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","glyoxylate_cycle","8","0.028","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","exosome,_archaea","6","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","21","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","camp_signaling","7","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","f-type_atpase,_eukaryotes","9","0.042","0.003"
"sc_triglyceride_biosynthesis_wp266_69843","sphingosine_degradation","9","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","20","0.023","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","24","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","22","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","16","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","ski_complex","5","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","mrx_complex","4","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","22","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","lsm_1-7_complex","5","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","glycolysis,_core_module_involving_three-carbon_compounds","16","0.042","0.003"
"sc_triglyceride_biosynthesis_wp266_69843","sm_core_complex","8","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","cell_cycle_-_g2/m_transition","10","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","dna_polymerase_alpha_/_primase_complex","12","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","decapping_complex","6","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","sec61_complex","6","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","mcm_complex","5","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","spliceosome,_u1-snrnp","9","0.023","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","cap_binding_complex","8","0.005","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","h/aca_ribonucleoprotein_complex","13","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","origin_recognition_complex","11","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","n-glycan_precursor_trimming","9","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","gins_complex","6","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","tetrahydrofolate_biosynthesis,_gtp_=>_thf","21","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","lsm_2-8_complex","5","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","proteasome,_19s_regulatory_particle_(pa700)","11","0.047","0.003"
"sc_triglyceride_biosynthesis_wp266_69843","rf-c_complex","5","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","21","0.023","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","21","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","23","0.005","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","holo-tfiih_complex","6","0.025","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","serine_biosynthesis,_glycerate-3p_=>_serine","21","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","cytochrome_bc1_complex","9","0.033","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","escrt-iii_complex","8","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","14","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","15","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","22","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","c1-unit_interconversion,_eukaryotes","13","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","20","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","gaba_(gamma-aminobutyrate)_shunt","9","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","n-glycosylation_by_oligosaccharyltransferase","14","0.023","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","coenzyme_a_biosynthesis,_pantothenate_=>_coa","19","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","fatty_acid_biosynthesis,_initiation","19","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","gpi-anchor_biosynthesis,_core_oligosaccharide","18","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","pentose_phosphate_pathway_(pentose_phosphate_cycle)","12","0.035","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","24","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","24","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","21","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","p97-ufd1-npl4_complex","4","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","21","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","citrate_cycle_(tca_cycle,_krebs_cycle)","13","0.064","0.006"
"sc_triglyceride_biosynthesis_wp266_69843","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","13","0.064","0.006"
"sc_triglyceride_biosynthesis_wp266_69843","methionine_salvage_pathway","9","0.025","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","apc/c_complex","5","0.033","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","rna_polymerase_ii,_eukaryotes","12","0.030","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","ornithine_biosynthesis,_glutamate_=>_ornithine","19","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","assimilatory_sulfate_reduction,_sulfate_=>_h2s","14","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","eif4f_complex","5","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","20","0.020","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","prpp_biosynthesis,_ribose_5p_=>_prpp","17","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","dna_damage-induced_cell_cycle_checkpoints","12","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","copii_complex","6","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","ergocalciferol_biosynthesis","19","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","rna_polymerase_iii,_eukaryotes","12","0.040","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","20","0.005","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","scf-met30_complex","6","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","18","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","tramp_complex","5","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","histidine_biosynthesis,_prpp_=>_histidine","21","0.018","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","ribosome,_eukaryotes","9","0.309","0.170"
"sc_triglyceride_biosynthesis_wp266_69843","escrt-ii_complex","8","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","tryptophan_biosynthesis,_chorismate_=>_tryptophan","18","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","proteasome,_20s_core_particle","8","0.035","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","22","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","21","0.028","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","fatty_acid_biosynthesis,_elongation","19","0.008","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","rna_polymerase_i,_eukaryotes","12","0.035","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","exosome,_eukaryotes","8","0.025","0.001"
"sc_triglyceride_biosynthesis_wp266_69843","dna_polymerase_epsilon_complex","12","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","20","0.010","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","n-glycan_precursor_biosynthesis","19","0.033","0.002"
"sc_triglyceride_biosynthesis_wp266_69843","cytochrome_bc1_complex_respiratory_unit","12","0.015","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","dna_polymerase_zeta  complex","9","0.005","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","19","0.005","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","19","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","11","0.013","0.000"
"sc_triglyceride_biosynthesis_wp266_69843","scf-cdc4_complex","7","0.010","0.000"
"sc_glycolysis_wp253_69832","c5_isoprenoid_biosynthesis,_mevalonate_pathway","9","0.088","0.014"
"sc_glycolysis_wp253_69832","gluconeogenesis,_oxaloacetate_=>_fructose-6p","10","0.188","0.073"
