"kegg","wikipathways","LCS","Gene Agreement","GenePair Agreement"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glycolysis_wp253_69832","10","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","16","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_proteasome_degradation_wp158_77442","16","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_tryptophan_degradation_wp301_67723","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","20","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glutamate_biosynthesis_wp77_71350","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_lactose_degradation_wp546_69943","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_isoleucine_biosynthesis_wp250_69831","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glycolysis_and_gluconeogenesis_wp515_78397","17","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_asparagine_degradation_wp432_71892","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_tca_cycle_-_detailed_wp296_76239","14","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","34","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_phenylalanine_degradation_wp573_74213","15","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_purine_fermentation_wp463_73550","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_serine_and_glycine_biosynthesis_wp218_69824","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_histidine_biosynthesis_wp514_71894","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_serine_biosynthesis_wp459_69877","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_ubiquinone_biosynthesis_wp308_69850","19","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_translation_factors_wp32_71347","12","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_phospholipid_biosynthesis_wp9_69581","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_sphingolipid_metabolism_wp370_76472","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_xylulose-monophosphate_cycle_wp361_69862","15","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_principle_pathways_of_carbon_metabolism_wp112_78138","17","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glutamate_degradation_iii_wp503_69932","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_chorismate_biosynthesis_wp479_73732","19","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glutamate_degradation_i_wp556_69958","13","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_leucine_degradation_wp354_70265","14","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_dna_replication_wp13_78398","11","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_genes_of_meiotic_recombination_wp377_69605","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","17","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_nad_salvage_pathway_wp171_73683","10","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_aspartate_biosynthesis_wp1518_76276","19","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glycine_degradation_wp345_71005","14","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_pyruvate_dehydrogenase_pathway_wp214_69823","14","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","20","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_cholesterol_biosynthesis_wp132_77403","19","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_lysine_biosynthesis_wp533_69940","21","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_glycine_biosynthesis_wp261_77412","20","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_octane_oxidation_wp552_69954","12","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","20","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_folic_acid_biosynthesis_wp555_69957","17","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_sulfur_amino_acid_biosynthesis_wp7_70252","19","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_isoleucine_degradation_wp178_69780","16","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_tryptophan_degradation_via_kynurenine_wp452_70274","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_m-cresol_degradation_wp172_69778","12","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_cytoplasmic_ribosomal_proteins_wp210_70142","18","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_mapk_signaling_pathway_wp510_78392","11","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_mitochondrial_trna_synthetases_wp62_76238","16","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_starch_and_cellulose_biosynthesis_wp257_69834","20","0.990","1.000"
"cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","sc_homocysteine_and_cysteine_interconversion_wp128_69755","27","0.990","1.000"
"scf-met30_complex","sc_cytoplasmic_trna_synthetases_wp219_76236","8","0.990","1.000"
"scf-met30_complex","sc_trehalose_biosynthesis_wp239_70272","6","0.990","1.000"
"scf-met30_complex","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","9","0.990","1.000"
"scf-met30_complex","sc_fatty_acid_elongation,_unsaturated_wp16_71346","8","0.990","1.000"
"scf-met30_complex","sc_upiquinone_q_prenylation_wp287_69848","6","0.990","1.000"
"scf-met30_complex","sc_anaerobic_respiration_wp575_73676","6","0.990","1.000"
"scf-met30_complex","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","9","0.990","1.000"
"scf-met30_complex","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","7","0.990","1.000"
"scf-met30_complex","sc_allantoin_degradation_wp328_71348","6","0.990","1.000"
"scf-met30_complex","sc_sulfur_degradation_wp440_69875","7","0.990","1.000"
"scf-met30_complex","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","8","0.990","1.000"
"scf-met30_complex","sc_pentose_phosphate_pathway_wp369_69863","8","0.990","1.000"
"scf-met30_complex","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","8","0.990","1.000"
"scf-met30_complex","sc_eukaryotic_transcription_initiation_wp425_77440","8","0.990","1.000"
"scf-met30_complex","sc_sulfate_assimilation_pathway_ii_wp579_70251","7","0.990","1.000"
"scf-met30_complex","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","9","0.990","1.000"
"scf-met30_complex","sc_methionine_degradation_wp46_69881","8","0.990","1.000"
"scf-met30_complex","sc_threonine_and_methionine_biosynthesis_wp423_69874","8","0.990","1.000"
"scf-met30_complex","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","9","0.990","1.000"
"scf-met30_complex","sc_pentose_phosphate_pathway_2_wp670_73392","8","0.990","1.000"
"scf-met30_complex","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","8","1.000","1.000"
"scf-met30_complex","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","8","0.990","1.000"
"scf-met30_complex","sc_asparagine_biosynthesis_wp67_71349","6","0.990","1.000"
"scf-met30_complex","sc_phenylalanine_biosynthesis_wp194_69817","6","0.990","1.000"
"scf-met30_complex","sc_tryptophan_biosynthesis_wp165_71899","6","0.990","1.000"
"scf-met30_complex","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","8","0.990","1.000"
"scf-met30_complex","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","8","0.990","1.000"
"scf-met30_complex","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","9","0.990","1.000"
"scf-met30_complex","sc_pathways_of_chorismate_wp213_71175","8","0.990","1.000"
"scf-met30_complex","sc_tca_cycle_wp490_78394","7","0.990","1.000"
"scf-met30_complex","sc_glucose_repression_wp2836_78395","7","0.990","1.000"
"scf-met30_complex","sc_nucleotide_metabolism_wp321_71895","8","0.990","1.000"
"scf-met30_complex","sc_arginine_degradation_wp54_70247","6","0.990","1.000"
"scf-met30_complex","sc_isoleucine_and_valine_biosynthesis_wp359_69861","6","0.990","1.000"
"scf-met30_complex","sc_fatty_acid_oxidation_wp91_71343","8","0.990","1.000"
"scf-met30_complex","sc_p-cymene_degradation_wp181_69808","8","0.990","1.000"
"scf-met30_complex","sc_tyrosine_biosynthesis_wp538_69941","6","0.990","1.000"
"scf-met30_complex","sc_lipases_biosynthesis_wp71_70049","6","0.990","1.000"
"scf-met30_complex","sc_glutamate_degradation_viii_wp99_70055","7","0.990","1.000"
"scf-met30_complex","sc_threonine_biosynthesis_wp331_70271","6","0.990","1.000"
"scf-met30_complex","sc_fatty_acid_elongation,_saturated_wp380_69867","8","0.990","1.000"
"scf-met30_complex","sc_de_novo_nad_biosynthesis_wp541_69942","6","0.990","1.000"
"scf-met30_complex","sc_protein_modifications_wp346_69859","7","0.990","1.000"
"scf-met30_complex","sc_polyamine_biosynthesis_wp290_69849","7","0.990","1.000"
"scf-met30_complex","sc_arginine_biosynthesis_wp275_69844","6","0.990","1.000"
"scf-met30_complex","sc_valine_biosynthesis_wp2_78390","6","0.990","1.000"
"scf-met30_complex","sc_sucrose_biosynthesis_wp14_69669","6","0.990","1.000"
"scf-met30_complex","sc_serine-isocitrate_lyase_pathway_wp390_69869","8","0.990","1.000"
"scf-met30_complex","sc_glutathione_biosynthesis_wp196_76277","6","0.990","1.000"
"scf-met30_complex","sc_glycogen_catabolism_wp478_70263","8","0.990","1.000"
"scf-met30_complex","sc_glutamate_degradation_vii_wp559_70041","7","0.990","1.000"
"scf-met30_complex","sc_galactose_metabolism_wp549_69945","8","0.990","1.000"
"scf-met30_complex","sc_aerobic_glycerol_catabolism_wp224_71353","8","0.990","1.000"
"scf-met30_complex","sc_deoxyribose_phosphate_metabolism_wp228_69829","8","0.990","1.000"
"scf-met30_complex","sc_gluconeogenesis_wp156_69762","6","0.990","1.000"
"scf-met30_complex","sc_nad_biosynthesis_wp84_71345","5","0.990","1.000"
"scf-met30_complex","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","7","0.990","1.000"
"scf-met30_complex","sc_cell_cycle_and_cell_division_wp414_78393","7","0.990","1.000"
"scf-met30_complex","sc_udp-glucose_conversion_wp109_69750","8","0.990","1.000"
"scf-met30_complex","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","9","0.990","1.000"
"scf-met30_complex","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","7","0.990","1.000"
"scf-met30_complex","sc_trehalose_degradation,_low_osmolarity_wp70_70048","8","0.990","1.000"
"scf-met30_complex","sc_leucine_biosynthesis_wp180_69807","6","0.990","1.000"
"scf-met30_complex","sc_toluene_degradation_wp60_78389","6","0.990","1.000"
"scf-met30_complex","sc_triglyceride_biosynthesis_wp266_69843","6","0.990","1.000"
"scf-met30_complex","sc_glycolysis_wp253_69832","6","0.990","1.000"
"scf-met30_complex","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","9","0.990","1.000"
"scf-met30_complex","sc_proteasome_degradation_wp158_77442","7","0.990","1.000"
"scf-met30_complex","sc_tryptophan_degradation_wp301_67723","7","0.990","1.000"
"scf-met30_complex","sc_glucose-1-phosphate_metabolism_wp260_69835","9","0.990","1.000"
"scf-met30_complex","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","9","0.990","1.000"
"scf-met30_complex","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","8","0.990","1.000"
"scf-met30_complex","sc_glutamate_biosynthesis_wp77_71350","7","0.990","1.000"
"scf-met30_complex","sc_lactose_degradation_wp546_69943","6","0.990","1.000"
"scf-met30_complex","sc_isoleucine_biosynthesis_wp250_69831","6","0.990","1.000"
"scf-met30_complex","sc_glycolysis_and_gluconeogenesis_wp515_78397","7","0.990","1.000"
"scf-met30_complex","sc_asparagine_degradation_wp432_71892","6","0.990","1.000"
"scf-met30_complex","sc_tca_cycle_-_detailed_wp296_76239","7","0.990","1.000"
"scf-met30_complex","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","8","0.990","1.000"
"scf-met30_complex","sc_phenylalanine_degradation_wp573_74213","6","0.990","1.000"
"scf-met30_complex","sc_purine_fermentation_wp463_73550","8","0.990","1.000"
"scf-met30_complex","sc_serine_and_glycine_biosynthesis_wp218_69824","7","0.990","1.000"
"scf-met30_complex","sc_histidine_biosynthesis_wp514_71894","6","0.990","1.000"
"scf-met30_complex","sc_serine_biosynthesis_wp459_69877","6","0.990","1.000"
"scf-met30_complex","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","9","0.990","1.000"
"scf-met30_complex","sc_ubiquinone_biosynthesis_wp308_69850","7","0.990","1.000"
"scf-met30_complex","sc_translation_factors_wp32_71347","7","0.990","1.000"
"scf-met30_complex","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","9","0.990","1.000"
"scf-met30_complex","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","7","0.990","1.000"
"scf-met30_complex","sc_phospholipid_biosynthesis_wp9_69581","7","0.990","1.000"
"scf-met30_complex","sc_sphingolipid_metabolism_wp370_76472","8","0.990","1.000"
"scf-met30_complex","sc_xylulose-monophosphate_cycle_wp361_69862","9","0.990","1.000"
"scf-met30_complex","sc_principle_pathways_of_carbon_metabolism_wp112_78138","9","0.990","1.000"
"scf-met30_complex","sc_glutamate_degradation_iii_wp503_69932","7","0.990","1.000"
"scf-met30_complex","sc_chorismate_biosynthesis_wp479_73732","7","0.990","1.000"
"scf-met30_complex","sc_glutamate_degradation_i_wp556_69958","7","0.990","1.000"
"scf-met30_complex","sc_leucine_degradation_wp354_70265","6","0.990","1.000"
"scf-met30_complex","sc_dna_replication_wp13_78398","6","0.990","1.000"
"scf-met30_complex","sc_genes_of_meiotic_recombination_wp377_69605","11","0.990","1.000"
"scf-met30_complex","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","7","0.990","1.000"
"scf-met30_complex","sc_nad_salvage_pathway_wp171_73683","6","0.990","1.000"
"scf-met30_complex","sc_aspartate_biosynthesis_wp1518_76276","6","0.990","1.000"
"scf-met30_complex","sc_glycine_degradation_wp345_71005","6","0.990","1.000"
"scf-met30_complex","sc_pyruvate_dehydrogenase_pathway_wp214_69823","6","0.990","1.000"
"scf-met30_complex","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","9","0.990","1.000"
"scf-met30_complex","sc_cholesterol_biosynthesis_wp132_77403","7","0.990","1.000"
"scf-met30_complex","sc_lysine_biosynthesis_wp533_69940","6","0.990","1.000"
"scf-met30_complex","sc_glycine_biosynthesis_wp261_77412","6","0.990","1.000"
"scf-met30_complex","sc_octane_oxidation_wp552_69954","6","0.990","1.000"
"scf-met30_complex","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","8","0.990","1.000"
"scf-met30_complex","sc_folic_acid_biosynthesis_wp555_69957","7","0.990","1.000"
"scf-met30_complex","sc_sulfur_amino_acid_biosynthesis_wp7_70252","8","0.990","1.000"
"scf-met30_complex","sc_isoleucine_degradation_wp178_69780","6","0.990","1.000"
"scf-met30_complex","sc_tryptophan_degradation_via_kynurenine_wp452_70274","6","0.990","1.000"
"scf-met30_complex","sc_m-cresol_degradation_wp172_69778","7","0.990","1.000"
"scf-met30_complex","sc_cytoplasmic_ribosomal_proteins_wp210_70142","8","0.990","1.000"
"scf-met30_complex","sc_mapk_signaling_pathway_wp510_78392","6","0.990","1.000"
"scf-met30_complex","sc_mitochondrial_trna_synthetases_wp62_76238","8","0.990","1.000"
"scf-met30_complex","sc_starch_and_cellulose_biosynthesis_wp257_69834","7","0.990","1.000"
"scf-met30_complex","sc_homocysteine_and_cysteine_interconversion_wp128_69755","9","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_cytoplasmic_trna_synthetases_wp219_76236","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_trehalose_biosynthesis_wp239_70272","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","21","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_fatty_acid_elongation,_unsaturated_wp16_71346","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_upiquinone_q_prenylation_wp287_69848","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_anaerobic_respiration_wp575_73676","13","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","24","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","28","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_allantoin_degradation_wp328_71348","13","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_sulfur_degradation_wp440_69875","9","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","22","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_pentose_phosphate_pathway_wp369_69863","17","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_eukaryotic_transcription_initiation_wp425_77440","15","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_sulfate_assimilation_pathway_ii_wp579_70251","15","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","25","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_methionine_degradation_wp46_69881","13","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_threonine_and_methionine_biosynthesis_wp423_69874","23","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","25","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_pentose_phosphate_pathway_2_wp670_73392","17","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","21","1.000","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","21","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_asparagine_biosynthesis_wp67_71349","21","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_phenylalanine_biosynthesis_wp194_69817","28","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_tryptophan_biosynthesis_wp165_71899","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","22","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","21","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_pathways_of_chorismate_wp213_71175","18","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_tca_cycle_wp490_78394","8","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glucose_repression_wp2836_78395","11","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_nucleotide_metabolism_wp321_71895","13","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_arginine_degradation_wp54_70247","12","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_isoleucine_and_valine_biosynthesis_wp359_69861","22","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_fatty_acid_oxidation_wp91_71343","10","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_p-cymene_degradation_wp181_69808","11","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_tyrosine_biosynthesis_wp538_69941","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_lipases_biosynthesis_wp71_70049","18","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glutamate_degradation_viii_wp99_70055","12","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_threonine_biosynthesis_wp331_70271","21","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_fatty_acid_elongation,_saturated_wp380_69867","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_de_novo_nad_biosynthesis_wp541_69942","18","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_protein_modifications_wp346_69859","12","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_polyamine_biosynthesis_wp290_69849","21","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_arginine_biosynthesis_wp275_69844","20","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_valine_biosynthesis_wp2_78390","20","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_sucrose_biosynthesis_wp14_69669","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_serine-isocitrate_lyase_pathway_wp390_69869","16","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glutathione_biosynthesis_wp196_76277","20","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glycogen_catabolism_wp478_70263","11","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glutamate_degradation_vii_wp559_70041","12","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_galactose_metabolism_wp549_69945","13","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_aerobic_glycerol_catabolism_wp224_71353","14","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_deoxyribose_phosphate_metabolism_wp228_69829","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_gluconeogenesis_wp156_69762","11","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_nad_biosynthesis_wp84_71345","17","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_cell_cycle_and_cell_division_wp414_78393","14","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_udp-glucose_conversion_wp109_69750","12","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","26","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","23","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_trehalose_degradation,_low_osmolarity_wp70_70048","17","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_leucine_biosynthesis_wp180_69807","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_toluene_degradation_wp60_78389","10","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_triglyceride_biosynthesis_wp266_69843","18","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glycolysis_wp253_69832","8","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","19","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_proteasome_degradation_wp158_77442","14","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_tryptophan_degradation_wp301_67723","11","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.990","1.000"
"phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","24","0.990","1.000"
