"kegg","wikipathways","LCS","Gene Agreement","GenePair Agreement"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_cytoplasmic_trna_synthetases_wp219_76236","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_trehalose_biosynthesis_wp239_70272","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","23","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_fatty_acid_elongation,_unsaturated_wp16_71346","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_upiquinone_q_prenylation_wp287_69848","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_anaerobic_respiration_wp575_73676","14","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","25","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_allantoin_degradation_wp328_71348","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_sulfur_degradation_wp440_69875","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_pentose_phosphate_pathway_wp369_69863","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_eukaryotic_transcription_initiation_wp425_77440","16","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_sulfate_assimilation_pathway_ii_wp579_70251","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_methionine_degradation_wp46_69881","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_threonine_and_methionine_biosynthesis_wp423_69874","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","26","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_pentose_phosphate_pathway_2_wp670_73392","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","22","1.000","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","19","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_asparagine_biosynthesis_wp67_71349","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_phenylalanine_biosynthesis_wp194_69817","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_tryptophan_biosynthesis_wp165_71899","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","24","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_pathways_of_chorismate_wp213_71175","14","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_tca_cycle_wp490_78394","8","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glucose_repression_wp2836_78395","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_nucleotide_metabolism_wp321_71895","14","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_arginine_degradation_wp54_70247","14","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_isoleucine_and_valine_biosynthesis_wp359_69861","23","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_fatty_acid_oxidation_wp91_71343","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_p-cymene_degradation_wp181_69808","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_tyrosine_biosynthesis_wp538_69941","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_lipases_biosynthesis_wp71_70049","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutamate_degradation_viii_wp99_70055","11","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_threonine_biosynthesis_wp331_70271","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_fatty_acid_elongation,_saturated_wp380_69867","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_de_novo_nad_biosynthesis_wp541_69942","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_protein_modifications_wp346_69859","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_polyamine_biosynthesis_wp290_69849","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_arginine_biosynthesis_wp275_69844","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_valine_biosynthesis_wp2_78390","19","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_sucrose_biosynthesis_wp14_69669","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_serine-isocitrate_lyase_pathway_wp390_69869","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutathione_biosynthesis_wp196_76277","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glycogen_catabolism_wp478_70263","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutamate_degradation_vii_wp559_70041","11","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_galactose_metabolism_wp549_69945","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_aerobic_glycerol_catabolism_wp224_71353","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_deoxyribose_phosphate_metabolism_wp228_69829","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_gluconeogenesis_wp156_69762","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_nad_biosynthesis_wp84_71345","19","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_cell_cycle_and_cell_division_wp414_78393","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_udp-glucose_conversion_wp109_69750","14","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","27","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","24","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_trehalose_degradation,_low_osmolarity_wp70_70048","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_leucine_biosynthesis_wp180_69807","19","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_toluene_degradation_wp60_78389","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_triglyceride_biosynthesis_wp266_69843","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glycolysis_wp253_69832","9","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","18","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_proteasome_degradation_wp158_77442","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_tryptophan_degradation_wp301_67723","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutamate_biosynthesis_wp77_71350","18","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_lactose_degradation_wp546_69943","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_isoleucine_biosynthesis_wp250_69831","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glycolysis_and_gluconeogenesis_wp515_78397","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_asparagine_degradation_wp432_71892","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_tca_cycle_-_detailed_wp296_76239","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","25","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_phenylalanine_degradation_wp573_74213","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_purine_fermentation_wp463_73550","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_serine_and_glycine_biosynthesis_wp218_69824","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_histidine_biosynthesis_wp514_71894","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_serine_biosynthesis_wp459_69877","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","26","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_ubiquinone_biosynthesis_wp308_69850","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_translation_factors_wp32_71347","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","18","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_phospholipid_biosynthesis_wp9_69581","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_sphingolipid_metabolism_wp370_76472","16","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_xylulose-monophosphate_cycle_wp361_69862","15","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_principle_pathways_of_carbon_metabolism_wp112_78138","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutamate_degradation_iii_wp503_69932","11","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_chorismate_biosynthesis_wp479_73732","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glutamate_degradation_i_wp556_69958","11","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_leucine_degradation_wp354_70265","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_dna_replication_wp13_78398","11","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_genes_of_meiotic_recombination_wp377_69605","18","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","22","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_nad_salvage_pathway_wp171_73683","18","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_aspartate_biosynthesis_wp1518_76276","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glycine_degradation_wp345_71005","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_pyruvate_dehydrogenase_pathway_wp214_69823","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","25","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_cholesterol_biosynthesis_wp132_77403","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_lysine_biosynthesis_wp533_69940","19","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_glycine_biosynthesis_wp261_77412","19","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_octane_oxidation_wp552_69954","13","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_folic_acid_biosynthesis_wp555_69957","20","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_sulfur_amino_acid_biosynthesis_wp7_70252","23","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_isoleucine_degradation_wp178_69780","16","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_tryptophan_degradation_via_kynurenine_wp452_70274","16","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_m-cresol_degradation_wp172_69778","12","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_cytoplasmic_ribosomal_proteins_wp210_70142","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_mapk_signaling_pathway_wp510_78392","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_mitochondrial_trna_synthetases_wp62_76238","17","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_starch_and_cellulose_biosynthesis_wp257_69834","21","0.990","1.000"
"c5_isoprenoid_biosynthesis,_mevalonate_pathway","sc_homocysteine_and_cysteine_interconversion_wp128_69755","18","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_cytoplasmic_trna_synthetases_wp219_76236","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_trehalose_biosynthesis_wp239_70272","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_fatty_acid_elongation,_unsaturated_wp16_71346","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_upiquinone_q_prenylation_wp287_69848","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_anaerobic_respiration_wp575_73676","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_allantoin_degradation_wp328_71348","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_sulfur_degradation_wp440_69875","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_pentose_phosphate_pathway_wp369_69863","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","18","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_eukaryotic_transcription_initiation_wp425_77440","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_sulfate_assimilation_pathway_ii_wp579_70251","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_methionine_degradation_wp46_69881","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_threonine_and_methionine_biosynthesis_wp423_69874","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","17","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_pentose_phosphate_pathway_2_wp670_73392","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","13","1.000","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_asparagine_biosynthesis_wp67_71349","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_phenylalanine_biosynthesis_wp194_69817","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_tryptophan_biosynthesis_wp165_71899","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","18","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_pathways_of_chorismate_wp213_71175","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_tca_cycle_wp490_78394","8","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glucose_repression_wp2836_78395","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_nucleotide_metabolism_wp321_71895","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_arginine_degradation_wp54_70247","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_isoleucine_and_valine_biosynthesis_wp359_69861","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_fatty_acid_oxidation_wp91_71343","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_p-cymene_degradation_wp181_69808","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_tyrosine_biosynthesis_wp538_69941","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_lipases_biosynthesis_wp71_70049","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutamate_degradation_viii_wp99_70055","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_threonine_biosynthesis_wp331_70271","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_fatty_acid_elongation,_saturated_wp380_69867","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_de_novo_nad_biosynthesis_wp541_69942","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_protein_modifications_wp346_69859","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_polyamine_biosynthesis_wp290_69849","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_arginine_biosynthesis_wp275_69844","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_valine_biosynthesis_wp2_78390","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_sucrose_biosynthesis_wp14_69669","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_serine-isocitrate_lyase_pathway_wp390_69869","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutathione_biosynthesis_wp196_76277","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glycogen_catabolism_wp478_70263","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutamate_degradation_vii_wp559_70041","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_galactose_metabolism_wp549_69945","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_aerobic_glycerol_catabolism_wp224_71353","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_deoxyribose_phosphate_metabolism_wp228_69829","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_gluconeogenesis_wp156_69762","18","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_nad_biosynthesis_wp84_71345","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_cell_cycle_and_cell_division_wp414_78393","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_udp-glucose_conversion_wp109_69750","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","18","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","18","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_trehalose_degradation,_low_osmolarity_wp70_70048","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_leucine_biosynthesis_wp180_69807","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_toluene_degradation_wp60_78389","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_triglyceride_biosynthesis_wp266_69843","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glycolysis_wp253_69832","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_proteasome_degradation_wp158_77442","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_tryptophan_degradation_wp301_67723","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glucose-1-phosphate_metabolism_wp260_69835","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","17","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutamate_biosynthesis_wp77_71350","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_lactose_degradation_wp546_69943","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_isoleucine_biosynthesis_wp250_69831","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glycolysis_and_gluconeogenesis_wp515_78397","17","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_asparagine_degradation_wp432_71892","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_tca_cycle_-_detailed_wp296_76239","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_phenylalanine_degradation_wp573_74213","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_purine_fermentation_wp463_73550","10","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_serine_and_glycine_biosynthesis_wp218_69824","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_histidine_biosynthesis_wp514_71894","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_serine_biosynthesis_wp459_69877","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","17","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_ubiquinone_biosynthesis_wp308_69850","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_translation_factors_wp32_71347","13","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","16","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_phospholipid_biosynthesis_wp9_69581","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_sphingolipid_metabolism_wp370_76472","11","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_xylulose-monophosphate_cycle_wp361_69862","15","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_principle_pathways_of_carbon_metabolism_wp112_78138","14","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutamate_degradation_iii_wp503_69932","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_chorismate_biosynthesis_wp479_73732","12","0.990","1.000"
"gluconeogenesis,_oxaloacetate_=>_fructose-6p","sc_glutamate_degradation_i_wp556_69958","12","0.990","1.000"
